actorid,name,date_of_birth,birth_city,birth_country,height_inches,biography,gender,ethnicity,networth
754,Rebecca Williams,1988-07-28,,,62,"Rebecca Williams is known for her work on Forrest Gump (1994), The Sisterhood of the Traveling Pants (2005) and Mute Love (1999).",Female,,
2342,Rebel Wilson,1980-03-02,Sydney,Australia,64,"Rebel Wilson was born in Sydney, Australia, to a family of dog handlers and showers. She trained at the Australian Theatre for Young People and at Second City in the US. After a successful stage and television career in Australia, this writer/actress/producer now focuses on feature film projects in the United States and is perhaps most known for ...",Female,,
1567,Reese Witherspoon,1976-03-22,New Orleans,USA,61,"Laura Jeanne Reese Witherspoon was born on March 22, 1976 at Southern Baptist Hospital (now Memorial Medical Center) in New Orleans, Louisiana. She is the second child of Mary Elizabeth ""Betty"" (Reese) and Dr. John Draper Witherspoon, Sr. Her father was a military surgeon specializing in ear, nose and throat. Her mother was a Registered Nurse who ...",Female,,300000000
839,Reg E. Cathey,1958-08-18,Huntsville,USA,72,"Born into a military family in Huntsville, Alabama -- his father was an army vet who had served in World War II, Korea and Vietnam, while his mother held a somewhat mysterious job in the Department of Defence -- Reg E. Cathey spent much of his early childhood living on a rural farmhouse in Germany. There, he watched American TV shows dubbed into ...",,,
1295,Reg Rogers,1964-12-23,Los Angeles,USA,,"Reg Rogers was born on December 23, 1964 in Los Angeles, California, USA as Reginald H. Rogers. He is an actor, known for Primal Fear (1996), Runaway Bride (1999) and Friends (1994). He has been married to Susannah Rogers since December 8, 2008.",,,
1955,Regina Hall,1970-12-12,Washington,USA,64,"Regina Hall was born December 12, 1970 in Washington, D.C., to Ruby, a teacher, and Odie Hall, a contractor. She graduated from Fordham University in 1992, and went on to earn a master's degree in journalism from New York University before shifting to an acting career. In 1997 at age 26, she began appearing in commercials, and then made the giant ...",Female,,4000000
950,Regina King,1971-01-15,Los Angeles,USA,63,"Regina King was born in Los Angeles, California, to Gloria, a special education teacher, and Thomas King, an electrician. She began her career in the television show 227 (1985), followed by a role in Boyz n the Hood (1991). She began to be recognized by a mainstream audience after her role as Cuba Gooding Jr.'s character's wife in Jerry Maguire (...",Female,African American,12000000
299,Reginald VelJohnson,1952-08-16,Queens,USA,68,"Reginald VelJohnson was born on August 16, 1952 in Queens, New York, USA. He is an actor and writer, known for Die Hard (1988), Die Hard 2 (1990) and Ghostbusters (1984).",Male,,5000000
122,Rene Auberjonois,1940-06-01,New York City,USA,72,"Ren� Murat Auberjonois was born on June 1, 1940 in New York City, to Princess Laure Louise Napol�one Eug�nie Caroline (Murat), who was born in Paris, and Fernand Auberjonois, who was Swiss-born. Ren� was born into an already artistic family, which included his grandfather, a well-known Swiss painter, and his father, a Pulitzer-nominated writer and...",Male,White,5000000
499,Rene Russo,1954-02-17,Burbank,USA,68,"Rene Russo was born in Burbank, California, to Shirley (Balocca), a barmaid and factory laborer, and Nino Russo. She grew up on the wrong side of the tracks. Her father, a sculptor and mechanic, left the family when Rene was just two, and thus her mother raised Rene and her sister, Toni, as a single mom. Her father was of Italian descent, and her ...",Female,White,40000000
826,Renee Props,1962-02-15,Oklahoma,USA,64,"Born in Oklahoma and raised in Arizona. Attended both Northern Arizona University and New York University.Studied with Stella Adler and Harold Guskin.She Has a daughter, Charlee, from her first marriage. She has two grand daughters, Calypso and Helen. She was the Original character of ""Erica"" in Eric Bogosian's play, SubUrbia (1996).",,,
946,Renee Zellweger,1969-04-25,Katy,USA,63,"Ren�e Kathleen Zellweger was born on April 25, 1969, in Katy, Texas, USA. Her mother, Kjellfrid Irene (Andreassen), is a Norwegian-born former nurse and midwife, of Norwegian, Kven (Finnish), and Swedish descent. Her father, Emil Erich Zellweger, is a Swiss-born engineer. The two married in 1963. Ren�e has a brother named Drew Zellweger, a ...",Female,White,90000000
804,Renoly Santiago,1974-03-15,Lajas,Puerto Rico,64,"Renoly Santiago was born in Lajas, Puerto Rico and he spent his childhood in Union City, New Jersey. Before establishing himself as an accomplished entertainer, Renoly started singing, acting, dancing and writing early on, following his calling while very young; earning a dance scholarship to the Ballet Hispanico and a place at The Professional ...",,,
337,Rex Everhart,1920-06-13,Watseka,USA,,"Rex Everhart was born on June 13, 1920 in Watseka, Illinois, USA. He was an actor, known for Friday the 13th (1980), Beauty and the Beast (1991) and Superman (1978). He was married to Claire Richard. He died on March 13, 2000 in Branford, Connecticut, USA.",Male,White,
680,Rex Linn,1956-11-13,Spearman,USA,76,"Rex Linn was born on November 13, 1956 in Spearman, Texas, USA as Rex Maynard Linn. He is an actor and producer, known for Rush Hour (1998), Cliffhanger (1993) and Wyatt Earp (1994).",,,5000000
2413,Rhoda Griffis,1965-01-09,Raleigh,USA,67,"Rhoda holds a BFA from the North Carolina School of the Arts. Acting onstage since the age of 7, she still ""charges her batteries"" in the theatre where she has conquered such roles as Lady MacBeth, Lady Anne and has appeared in Angels in America, Proof, Intimate Apparel, Collected Stories, Dinner with Friends and Dark at the Top of the Stairs to ...",,,
1271,Rhys Ifans,1967-07-22,Haverfordwest,UK,74,"Rhys Ifans was born and raised in Haverfordwest, Pembrokeshire, Wales, the son of teacher parents, Beti Wyn (Davies) and Eirwyn Evans. He was educated in two Welsh language schools - Ysgol Pentrecelyn, where his mother taught, and Ysgol Maes Garmon. During his childhood, Ifans showed an interest in performing and attended youth acting school. He ...",,,12500000
1673,Ricardo Montalban,1920-11-25,Mexico City,Mexico,72,"Handsome Ricardo Montalban was the epitome of Latin elegance, charm and grace on film and television and in the late 1940s and early 1950s reinvigorated the Rudolph Valentino / Ramon Novarro ""Latin Lover"" style in Hollywood without achieving top screen stardom. Moreover, unlike most minority actors of his time, he fought to upscale the Latin (...",Male,,10000000
1953,Rich Sommer,1978-02-02,Toledo,USA,73,"Sommer returned to Cleveland in 2008 to teach a master class at the Case Western Reserve University / Cleveland Play House graduate program. He earned an MFA in the program in 2004. Sommer planned his future in improv comedy during his Play House days. He has performed with the Upright Citizens Brigade improv troupe, but the bulk of his career has ...",Male,,4000000
2375,Richard Armitage,1971-08-22,Leicester,UK,74,"Richard Crispin Armitage was born and raised in Leicester, England, to Margaret (Hendey), a secretary, and John Armitage, an engineer. He attended Pattison College in Binley Road, Coventry, where he discovered his love for acting. He took part in many theatre productions all over the UK, from musical theatre (Cats) to classical theatre (Death of a...",Male,,2000000
1068,Richard Attenborough,1923-08-29,Cambridge,UK,67,"Lord Richard Attenborough was born in Cambridge, England, the son of Mary (n�e Clegg), a founding member of the Marriage Guidance Council, and Frederick Levi Attenborough, a scholar and academic administrator who was a don at Emmanuel College and wrote a standard text on Anglo-Saxon law. Attenborough was educated at Wyggeston Grammar School for ...",,,20000000
1907,Richard Burgi,1958-07-30,Montclair,USA,74,"Richard Burgi was born on July 30, 1958, in Montclair, New Jersey (a town roughly 15 miles west of New York City), to a musical family: His father was a drummer, his mother was a singer, and one of his three siblings became a drummer. Burgi started participating in community theater during his youth; after graduating from Montclair High School, he...",Male,,3000000
2487,Richard Carter,1953-12-11,Sydney,Australia,,"Richard Carter was born on December 11, 1953 in Sydney, New South Wales, Australia. He was an actor, known for Mad Max: Fury Road (2015), The Great Gatsby (2013) and Happy Feet (2006). He was married to Lindsey Carter. He died on July 13, 2019 in New South Wales.",Male,,
1644,Richard Coca,,Los Angeles,USA,,"Richard Coca was born in Los Angeles, California, USA. He is an actor, known for The Mexican (2001), Minority Report (2002) and Lone Star (1996).",Male,,
2261,Richard Dixon,,,,74,"Richard Dixon is an actor, known for Les Mis�rables (2012), The Danish Girl (2015) and Far from the Madding Crowd (2015).",,,
381,Richard Dreyfuss,1947-10-29,Brooklyn,USA,65,"Richard Dreyfuss is an American leading man, who has played his fair share of irritating pests and brash, ambitious hustlers. He was born Richard Stephen Dreyfus in Brooklyn, New York, to Geraldine (Robbins), an activist, and Norman Dreyfus, a restaurateur and attorney. His paternal grandparents were Austro-Hungarian Jewish immigrants, and his ...",Male,White,5000000
263,Richard Dysart,1929-03-30,Brighton,USA,69,"Richard Dysart served for four years in the Air Force during the Korean War. He was a founding member of the American Conservatory Theatre, San Francisco. He received the Drama Desk Award in 1972 and a Emmy Award in 1992. He was good friends with Diana Muldaur, who played Rosalind Shays on L.A. Law.",Male,White,4000000
539,Richard E. Grant,1957-05-05,Mbabane,Swaziland,74,"Richard E. Grant was born on May 5, 1957 in Mbabane, Hhohho, Swaziland as Richard Grant Esterhuysen. He is an actor, known for Gosford Park (2001), Can You Ever Forgive Me? (2018) and Hudson Hawk (1991). He has been married to Joan Washington since November 1, 1986. They have two children.",Male,White,4000000
200,Richard Farnsworth,1920-09-01,Los Angeles,USA,72,"An American stuntman who, after more than 30 years in the business, moved into acting and became an acclaimed and respected character actor, Richard Farnsworth was a native of Los Angeles. He grew up around horses and as a teenager was offered an opportunity to ride in films. He appeared in horse-racing scenes and cavalry charges unbilled, first ...",Male,White,
1405,Richard Gant,1944-03-10,San Francisco,USA,76,"Richard Gant was born on March 10, 1944 in San Francisco, California, USA as Richard Edward Gant. He is an actor, known for Norbit (2007), Jason Goes to Hell: The Final Friday (1993) and Rocky V (1990). He is married to Arline Burks. They have one child.",,,
1765,Richard Gephardt,1941-01-31,St. Louis,USA,,"Richard Gephardt was born on January 31, 1941 in St. Louis, Missouri, USA as Richard Andrew Gephardt. He has been married to Jane Byrnes since August 13, 1966. They have three children.",,,
166,Richard Gere,1949-08-31,Philadelphia,USA,61,"Humanitarian and actor Richard Gere was born on August 31, 1949, in Philadelphia, the second of five children of Doris Ann (Tiffany), a homemaker, and Homer George Gere, an insurance salesman, both Mayflower descendants. Richard started early as a musician, playing a number of instruments in high school and writing music for high school ...",Male,White,120000000
1551,Richard Griffiths,1947-07-31,Thornaby-on-Tees,UK,69,"British character actor Richard Griffiths came from radio and the classical stage where he built up an early reputation as a Shakespearean clown, with larger-than-life portrayals of Henry VIII, Falstaff in ""The Merry Wives of Windsor"" and Bottom in ""A Midsummer Night's Dream"" with the Royal Shakespeare Company being just a few of his standout ...",,,5000000
441,Richard Harris,1930-10-01,Limerick,Ireland,72,"Richard St John Harris was born on October 1, 1930 in Limerick, Ireland, to a farming family, one of nine children born to Mildred Josephine (nee Harty) and Ivan John Harris. He attended Crescent College, a Jesuit school, and was an excellent rugby player, with a strong passion for literature. Unfortunately, a bout of tuberculosis as a teenager ...",Male,,20000000
712,Richard Jeni,1957-04-14,Brooklyn,USA,66,"Richard Jeni was born on April 14, 1957 in Brooklyn, New York, USA as Richard John Colangelo. He was an actor and writer, known for The Mask (1994), Platypus Man (1995) and Richard Jeni: Platypus Man (1992). He died on March 10, 2007 in West Hollywood, California, USA.",,,
778,Richard Jenkins,1947-05-04,DeKalb,USA,73,"Richard Jenkins was born on May 4, 1947 in DeKalb, Illinois, USA. He is an actor, known for The Shape of Water (2017), The Visitor (2007) and Step Brothers (2008). He has been married to Sharon R. Friedrick since August 23, 1969. They have two children.",,,8000000
1541,Richard Johnson,1927-07-30,Upminster,UK,73,"Born in Upminster, Essex, England in 1927, Richard Johnson attended the Royal Academy of Dramatic Art in London and then performed in John Gielgud's repertory company until joining the navy in 1945 until 1948. After the war, he appeared successfully in the West End and made his film debut in the early 1950s. The debonair and handsome Johnson was a...",,,
250,Richard Jordan,1937-07-19,New York City,USA,74,"Harvard-educated stage and screen actor Richard Jordan was born into a socially prominent family on July 19, 1937 in New York City, the grandson of Learned Hand, the greatest American jurist never to have served on the U.S. Supreme Court. Newbold Morris, his stepfather, was a member of the New York City Council during Mayor Fiorello LaGuardia's ...",Male,White,
2329,Richard Kiel,1939-09-13,Detroit,USA,86,"Towering 7' 2"" tall actor who has cornered the market on playing giants, intimidating henchman, bayou swamp monsters and steel toothed villains! Kiel worked in numerous jobs including as a night club bouncer and a cemetery plot salesman, before breaking into film TV in several minor roles in the late 1950s / early 1960s. Noted amongst these was ...",Male,,1000000
924,Richard Kiley,1922-03-31,Chicago,USA,61,"Although Richard Kiley's rich baritone and strong vocal talent was much in evidence and received due respect with his award of a Tony for ""Man of La Mancha"", it was little used in his television and movie appearances. Won two Tony Awards as Best Actor (Musical): in 1959 for ""Redhead"" and in 1966 for his signature role, ""Man of La Mancha"". He was ...",Male,White,
1220,Richard Kind,1956-11-22,Trenton,USA,73,"Richard Kind, a Drama Desk Award winner and Tony nominee for the Broadway hit The Big Knife, is an accomplished stage, screen and television actor who continues to redefine the term character actor. Kind is starring as Sam Meyers in the Amazon Original Series Red Oaks (2014). He appeared in the 2013 Best Picture Academy Award-winning Argo (2012). ...",,,4000000
720,Richard Lineback,1952-02-04,Frankfurt,Germany,,"Richard Lineback was born on February 4, 1952 in Frankfurt, Germany. He is an actor, known for Speed (1994), Natural Born Killers (1994) and Twister (1996).",,,
2085,Richard Macklin,,UK,,,"Richard Macklin was born in the UK. He is an actor, known for Harry Potter and the Order of the Phoenix (2007).",,,
1270,Richard McCabe,1960-0-0,Glasgow,UK,,"Richard McCabe was born in 1960 in Glasgow, Scotland. He is an actor, known for The Constant Gardener (2005), Master and Commander: The Far Side of the World (2003) and Notting Hill (1999).",,,
753,Richard Moll,1943-01-13,Pasadena,USA,79,"Richard Moll was born on January 13, 1943 in Pasadena, California, USA as Charles Richard Moll. He is an actor, known for Scary Movie 2 (2001), Jingle All the Way (1996) and The Flintstones (1994). He was previously married to Susan Brown and Laura Class.",,,7000000
491,Richard Portnow,1947-0-0,Brooklyn,USA,61,"A veteran of stage, film and television with a variety of characters to his credit, Richard Portnow was named one of the ""Actors We Love"" by the actors' trade newspaper Back Stage West. ""Portnow knows exactly how to hook an audience with every character."" This Brooklyn native has worked steadily for 30 years and has built a solid list of credits, ...",Male,,
2351,Richard Ridings,1958-09-19,Henley-on-Thames,UK,72,"Richard Ridings was born on September 19, 1958 in Henley-on-Thames, England. He is an actor, known for The Pianist (2002), The Messenger: The Story of Joan of Arc (1999) and Rise of the Planet of the Apes (2011).",Male,,
581,Richard Riehle,1948-05-12,Menomonee Falls,USA,68,"Richard Riehle was born in Menomonee Falls, Wisconsin, to Mary Margaret (Walsh), a nurse, and Herbert John Riehle, an assistant postmaster. He is of German and Irish descent. Richard attended the University of Notre Dame, where he became heavily involved with the University Theatre. Appearing in such productions as ""Luther"", ""Antigone"", ""...",Male,,
1060,Richard Roundtree,1942-07-09,New Rochelle,USA,74,"Richard Roundtree's iconic career began while attending Southern Illinois University where he was on a football scholarship. After being spotted Richard signed with Johnson Publications to model in their Ebony Fashion Fair, touring 79 cities in 90 days. But rather than returning to school, Roundtree headed off to his home state of New York to ...",,,2000000
1452,Richard Roxburgh,1962-01-23,Albury,Australia,61,"Richard Roxburgh was born on January 23, 1962 in Albury, New South Wales, Australia. He is an actor and writer, known for Moulin Rouge! (2001), Van Helsing (2004) and Rake (2010). He has been married to Silvia Colloca since September 25, 2004. They have three children.",,,5000000
1190,Richard Schiff,1955-05-27,Bethesda,USA,61,"Richard was born in Bethesda, Maryland, the middle of three sons of Edward, a real estate lawyer, and Charlotte, a cable TV and publishing executive. His parents divorced when he was 12. He dropped out of high school but obtained an equivalency diploma. He tried studying at the City College of New York (CCNY) in 1973, but had no interest. After ...",,,5000000
178,Richard Tyson,1961-02-13,Mobile,USA,72,"Richard Tyson was born in Mobile, Alabama but eventually pursued his love of acting and moved to Hollywood, California. Landing one of his first roles on the hit TV show, 'Moonlighting' (with Bruce Willis and Cybil Shepherd), Richard's career took off from there and hasn't shown any sign of slowing down since. Best known for his roles as Buddy ...",Male,White,3000000
495,Richard Venture,1923-11-12,New Jersey,USA,,"Richard Venture was born on November 12, 1923 in New Jersey, USA as Richard Charles Venturella. He was an actor, known for Heartbreak Ridge (1986), Missing (1982) and Scent of a Woman (1992). He was married to Katherine Catalano, Lorraine Venture, Olivia Cole and Grayce Grant. He died on December 19, 2017.",Male,White,
343,Richard White,1953-08-04,Oak Ridge,USA,,"Richard White was born on August 4, 1953 in Oak Ridge, Tennessee, USA. He is an actor, known for Beauty and the Beast (1991), House of Mouse (2001) and Great Performances (1971). He was previously married to Sharon Halley.",Male,White,
1613,Richy Muller,1955-09-26,Mannheim,West Germany,67,"Richy M�ller was born on September 26, 1955 in Mannheim, Baden-W�rttemberg, West Germany as Hans-J�rgen M�ller. He is an actor, known for xXx (2002), The Poll Diaries (2010) and Tatort (1970).",,,
891,Rick Aviles,1952-10-14,New York City,USA,74,"Rick Aviles was born on October 14, 1952 in New York City, New York, USA as Richard Anthony Aviles. He was an actor, known for Waterworld (1995), The Cannonball Run (1981) and Carlito's Way (1993). He died on March 17, 1995 in Los Angeles, California, USA.",Male,Puerto Rican,
575,Rick Ducommun,1952-07-03,Prince Albert,Canada,74,"Once an overweight comic from Canada, Rick Ducommun slimmed down in the late 1980s and went on to tackle solid co-starring roles in feature films and TV, as well as headline several HBO and other pay-cable specials. Ducommun grew up on a farm, the son of an entrepreneur father with whom he did not get along. Running away from home at age 14, he ...",Male,,400000
1915,Rick Gonzalez,1979-06-30,New York City,USA,68,"Rick Gonzalez was born on June 30th 1979 in New York City and raised in the Bushwick section of Brooklyn. He attended the ""Fame"" High School of performing arts where he studied Acting. Graduating in 1997 to pursue a career, Rick briefly worked in New York and later moved to Los Angeles to continue work. After two years of being in LA, Rick landed ...",Male,,1000000
221,Rick Kleber,1957-05-05,Omaha,USA,,"Rick Kleber was born on May 5, 1957 in Omaha, Nebraska, USA. He is an actor, known for Ghost (1990), Sole Survivor (1984) and My Favorite Martian (1999).",Male,White,
66,Rick Moranis,1953-04-18,Toronto,Canada,66,"Rick began his career as a radio DJ while he was still at high school which led to him writing, producing and being on air in his own show. He joined the Canadian TV series SCTV (1976) winning an Emmy for writing and portraying the character Bob McKenzie which became the basis for the film _Strange Brew_ which he co-wrote, co-directed and made his...",Male,White,10000000
576,Rick Overton,1954-08-10,Forest Hills,USA,76,"Raised in New Jersey and New York, Overton comes from a musical family. His father, Hal Overton, was Thelonious Monk's big band arranger as well as a music teacher at the Juilliard Institute. His mother, Nancy Overton aka Anne Swain Overton, sang in personal appearances as a member of The Chordettes, the girl group most famous for their singles ""...",Male,,
1479,Rick Yune,1971-08-22,Washington,USA,72,"Rick Yune was born on August 22, 1971 in Washington, District of Columbia, USA as Richard Yun. He is an actor and producer, known for Die Another Day (2002), Olympus Has Fallen (2013) and The Fast and the Furious (2001).",Male,,
1997,Ricky Gervais,1961-06-25,Reading,UK,68,"Ricky Dene Gervais was born in a suburb of Reading, Berkshire, to Eva Sophia (House) and Lawrence Raymond Gervais, who was a hod carrier and labourer. His father was born in Ontario, Canada, of French-Canadian descent, and his mother was English. He was educated at Ashmead Comprehensive School and went on to study at University College, London, ...",Male,,
1114,Ricky Jay,1946-06-26,Brooklyn,USA,66,"Ricky Jay was born on June 26, 1946 in Brooklyn, New York City, New York, USA as Richard Jay Potash. He is known for his work on Magnolia (1999), Boogie Nights (1997) and Heist (2001). He was married to Chrisann Verges. He died on November 24, 2018 in Los Angeles, California, USA.",,,3000000
638,Rip Taylor,1931-01-13,Washington,USA,61,"The nicknames, ""The Prince of Pandemonium"", ""The Master of Mayhem"" and ""King of Camp and Confetti"", are but a few valid applications that were thrust upon zany comedian Rip Taylor, whose unique blend of burlesque and self-deprecating humor entertained audiences for over four decades. He headlined the top showrooms of Las Vegas, appeared on scores ...",Male,White,
1095,Rip Torn,1931-02-06,Temple,USA,61,"Rip Torn was born Elmore Rual Torn Jr. on February 6, 1931 in Temple, Texas, the son of Thelma Mary (Spacek) and Elmore Rudolph Torn, who was an agriculturalist and economist, credited with popularizing the custom of eating black-eyes peas on New Year's Day. ""Rip"" is a family name, taken by generations of Torn men and bestowed on Elmore by his ...",,,5000000
585,Rita Wilson,1956-10-26,Los Angeles,USA,67,"Rita Wilson was born on October 26, 1956 in Los Angeles, California, USA as Margarita Ibrahimoff. She is an actress and producer, known for Jingle All the Way (1996), Sleepless in Seattle (1993) and Runaway Bride (1999). She has been married to Tom Hanks since April 30, 1988. They have two children.",Female,,100000000
146,River Phoenix,1970-08-23,Madras,USA,61,"River Phoenix was born River Jude Bottom in Madras, Oregon. His mother, Arlyn (Dunetz), a Bronx-born secretary, and his father, John Bottom, a carpenter, met in California in 1968. They worked as itinerant fruit pickers, and later joined the Children of God religious group (John was originally Catholic, while Arlyn was born Jewish). By the time ...",Male,White,5000000
452,Rob Lowe,1964-03-17,Charlottesville,USA,61,"Rob Lowe was born in Charlottesville, Virginia, to Barbara Lynn (Hepler), a schoolteacher, and Charles Davis Lowe, a lawyer. His brother is actor Chad Lowe. He has German, as well as English, Irish, Scottish, and Welsh ancestry. Lowe's family moved to Dayton, Ohio, when he was a child. Rob broke into acting in his teens. He spent the 1980s as a ...",Male,,100000000
2404,Rob Riggle,1970-04-21,Louisville,USA,74,"Comedian, actor and United States Marine Corps Reserve Lieutenant Colonel Robert Allen Riggle, Jr. was born April 21, 1970 in Louisville, Kentucky, to Sandra (Shrout) and Robert Allen Riggle, who worked in insurance. Riggle has amassed notable television credits and has also earned roles in many feature films, including The Lorax (2012) and 21 ...",Male,,5000000
1261,Rob Schneider,1963-10-31,San Francisco,USA,63,"Robert Michael ""Rob"" Schneider (born October 31, 1963) is an American actor, comedian, screenwriter, and director. A stand-up comic and veteran of the NBC sketch comedy series Saturday Night Live (1975), Schneider has gone on to a successful career in feature films, including starring roles in the comedy films Deuce Bigalow: Male Gigolo (1999), ...",,,
870,Robbie Coltrane,1950-03-30,Rutherglen,UK,73,"Robbie Coltrane, one of Britain's most popular comedians who was head of debating society at school and won prizes for his art, is now a film star who played in two James Bond films and in the ""Harry Potter"" franchise. Coltrane was born Anthony Robert McMillan on March 30, 1950, in Rutherglen, a suburb of Glasgow, Scotland, UK. His mother, Jean ...",,,4000000
165,Robbie Rist,1964-04-04,La Mirada,USA,66,"Robbie Rist was born on April 4, 1964 in La Mirada, California, USA as Robert Anthony Rist. He is an actor, known for Teenage Mutant Ninja Turtles III (1993), Teenage Mutant Ninja Turtles (1990) and Valerian and the City of a Thousand Planets (2017).",Male,White,300000
335,Robby Benson,1956-01-21,Dallas,USA,61,"Robby Benson was born on January 21, 1956 in Dallas, Texas, USA as Robin David Segal. He is an actor and director, known for Beauty and the Beast (1991), Friends (1994) and One on One (1977). He has been married to Karla DeVito since July 11, 1982. They have two children.",Male,White,2000000
52,Robert Alan Beuth,,,,,,Male,White,
668,Robert Culp,1930-08-16,Oakland,USA,73,"Tall, slim and exceedingly good-looking American leading man Robert Culp, a former cartoonist in his teen years, appeared off-Broadway in the 1950s before settling into polished, clean-cut film leads and ""other man"" supports a decade later. Hitting the popular TV boards in the hip, racially ground-breaking espionage program I Spy (1965), he made a...",,,5000000
388,Robert De Niro,1943-08-17,New York City,USA,69,"One of the greatest actors of all time, Robert De Niro was born on August 17, 1943 in Manhattan, New York City, to artists Virginia (Admiral) and Robert De Niro Sr. His paternal grandfather was of Italian descent, and his other ancestry is Irish, English, Dutch, German, and French. He was trained at the Stella Adler Conservatory and the American ...",Male,White,500000000
2145,Robert Downey Jr.,1965-04-04,Manhattan,USA,68,"Robert Downey Jr. has evolved into one of the most respected actors in Hollywood. With an amazing list of credits to his name, he has managed to stay new and fresh even after over four decades in the business. Downey was born April 4, 1965 in Manhattan, New York, the son of writer, director and filmographer Robert Downey Sr. and actress Elsie Downey...",Male,,
284,Robert Duvall,1931-01-05,San Diego,USA,69,"Veteran actor and director Robert Selden Duvall was born on January 5, 1931, in San Diego, CA, to Mildred Virginia (Hart), an amateur actress, and William Howard Duvall, a career military officer who later became an admiral. Duvall majored in drama at Principia College (Elsah, IL), then served a two-year hitch in the army after graduating in 1953....",Male,,70000000
733,Robert Guillaume,1927-11-30,St. Louis,USA,61,"Robert Guillaume was born on November 30, 1927 in St. Louis, Missouri, USA as Robert Peter Williams. He was an actor, known for The Lion King (1994), Sports Night (1998) and Big Fish (2003). He was married to Donna Brown Guillaume and Marlene Patricia Scott. He died on October 24, 2017 in Los Angeles, California, USA.",,,5000000
1157,Robert Littman,,,,,"Robert Littman is an actor and producer, known for Rush Hour (1998), Wicked Stepmother (1989) and Salome's Last Dance (1988).",,,
974,Robert Loggia,1930-01-03,Staten Island,USA,61,"Born and raised in New York City, Robert Loggia studied journalism at the University of Missouri before moving back to New York to pursue acting. He trained at the Actors Studio while doing stage work. From the late 1950s he was a familiar face on TV, usually as authoritative figures. Loggia also found work in movies such as The Greatest Story ...",Male,White,10000000
2220,Robert Maillet,1969-10-26,Ste-Marie-de-Kent,Canada,73,"Retired Canadian professional wrestler turned actor. Trained under Bret Hart, Leo Burke and Stephen Petitpas. Debuted in 1989 as the Acadian Giant for Atlantic Grand Prix Wrestling. Competed for years in Canada, Japan and South Korea, using the name Goliath El Gigante. Arrived in the U.S. in 1997 as the Interrogator of the Truth Commission, a team...",,,
490,Robert Miranda,,New Orleans,USA,,"Robert Miranda was born in New Orleans, Louisiana, USA as Robert Guy Miranda. He is an actor and writer, known for Midnight Run (1988), Blue Streak (1999) and Eraser (1996).",Male,,
391,Robert Mitchum,1917-08-06,Bridgeport,USA,73,"Robert Mitchum was an underrated American leading man of enormous ability, who sublimated his talents beneath an air of disinterest. He was born in Bridgeport, Connecticut, to Ann Harriet (Gunderson), a Norwegian immigrant, and James Thomas Mitchum, a shipyard/railroad worker. His father died in a train accident when he was two, and Robert and his ...",Male,White,10000000
104,Robert Oliveri,1978-04-28,Los Angeles,USA,,"Robert Oliveri was born on April 28, 1978 in Los Angeles, California, USA as Robert Dane Oliveri. He is an actor, known for Honey, I Shrunk the Kids (1989), Edward Scissorhands (1990) and Honey, I Blew Up the Kid (1992).",Male,White,
236,Robert Pastorelli,1954-06-21,New Brunswick,USA,61,"Beefy, roughhewn actor Robert Pastorelli was a former boxer and an admitted drug addict before he cleaned up his act and pursued theater work in New York in such 1970s productions as ""Rebel Without a Cause,"" ""The Rainmaker,"" and ""Death of a Salesman,"" he headed west and turned to film and TV in 1982, soon finding a fairly comfortable niche playing ...",Male,White,
424,Robert Patrick,1958-11-05,Marietta,USA,61,"Robert Hammond Patrick Jr. was born on November 5, 1958 in Marietta, Georgia, and raised in Columbus, Ohio, the eldest of five children. He attended the Bowling Green State University in Ohio, but dropped out after he took a drama course and became interested in acting. After leaving college, he took a job as a house painter and continued as such ...",Male,,12000000
2206,Robert Pattinson,1986-05-13,Barnes,UK,73,"Robert Douglas Thomas Pattinson was born May 13, 1986 in London, England, to Richard Pattinson, a car dealer importing vintage cars, and Clare Pattinson (n�e Charlton), who worked as a booker at a model agency. He grew up in Barnes, southwest London with two older sisters and attended Tower House School until the age of 12, and then The Harrodian ...",Male,,100000000
2260,Robert Portal,1967-0-0,England,UK,72,"Robert Portal was born in 1967 in England. He is an actor, known for Welcome to the Punch (2013), The Huntsman: Winter's War (2016) and You Will Meet a Tall Dark Stranger (2010).",,,
605,Robert Prosky,1930-12-13,Philadelphia,USA,61,"Member of Washington D.C.'s Arena Stage repertory company in 60's and 70s, where he worked with Jane Alexander James Earl Jones Robert Foxworth and others.",Male,White,
635,Robert Redford,1936-08-18,Santa Monica,USA,61,"Charles Robert Redford, Jr. was born on August 18, 1936, in Santa Monica, California, to Martha (Hart), from Texas, and Charles Robert Redford, an accountant for Standard Oil, who was originally from Connecticut. He is of English, Scottish, Cornish, and Irish ancestry. Robert's mother died in 1955, the year after he graduated from high school. ...",Male,White,200000000
1474,Robert Schwartzman,1982-12-24,Los Angeles,USA,68,"Robert Schwartzman was born on 24th December 1982 to parents, actress Talia Shire and producer Jack Schwartzman, in Los Angeles California. He was born into one of the film industry's most famous families, including uncle Francis Ford Coppola, cousin Nicolas Cage, cousin Sofia Coppola, (former) cousin-in-law Spike Jonze and brother Jason ...",Male,,
54,Robert Sean Leonard,1969-2-28,,,,,Male,White,10000000
