movieid,actorid,character_name,creditorder,pay,screentime
279,1673,Grandfather,5,,
279,1063,Grandmother,6,,
279,670,Toymaker,7,,
279,1674,Donnagon Giggles,8,,
279,1332,Cesca Giggles,9,,
280,62,Tom Baker,1,,
280,875,Kate Baker,2,,
280,1675,Nora Baker,3,,
280,1676,Charlie Baker,4,,
280,1677,Lorraine Baker,5,,
280,1678,Henry Baker,6,,
280,1679,Sarah Baker,7,,
280,1680,Jake Baker,8,,
280,1609,Jessica Baker,9,,
281,1129,Dave Buznik,1,,
281,107,Dr. Buddy Rydell,2,,
281,1392,Linda,3,,
281,1681,Lou,4,,
281,1260,Andrew,5,,
281,1682,Judge Brenda Daniels,6,,
281,1683,Frank Head,7,,
281,1136,Nate,8,,
281,1684,Stacy,9,,
282,1476,Brian O'Conner,1,,
282,1685,Roman Pearce,2,,
282,1686,Monica Fuentes,3,,
282,1021,Carter Verone,4,,
282,1687,Tej,5,,
282,1688,Agent Bilkins,6,,
282,1423,Agent Markham,7,,
282,1689,Suki,8,,
282,1690,Orange Julius,9,,
283,688,Bruce Nolan,1,,
283,10,God,2,,
283,1691,Grace Connelly,3,,
283,1692,Jack Baylor,4,,
283,1693,Susan Ortega,5,,
283,1694,Debbie,6,,
283,1695,Evan Baxter,7,,
283,1696,Ally Loman,8,,
283,1697,Bobby,9,,
284,550,Sgt. Dan 'Hondo' Harrelson,1,,
284,1698,Jim Street,2,,
284,1477,Chris Sanchez,3,,
284,1699,Deacon 'Deke' Kaye,4,,
284,56,T.J. McCabe,5,,
284,1700,Brian Gamble,6,,
284,1701,Michael Boxer,7,,
284,1702,Alex Montel,8,,
284,839,Lt. Greg Velasquez,9,,
285,107,Harry Sanborn,1,,
285,275,Erica Barry,2,,
285,69,Julian Mercer,3,,
285,1703,Zoe,4,,
285,1704,Marin,5,,
285,1198,Leo,6,,
285,1705,Dave,7,,
285,290,Dr. Martinez (as Rachel Ticoti),8,,
285,1706,Beauty,9,,
286,1707,Narrator,1,,
286,1708,Charles Howard,2,,
286,1709,Bicycle Supervisor,3,,
286,1255,Tom Smith,4,,
286,1710,Steamer Owner,5,,
286,1711,Car Customer,6,,
286,1712,Annie Howard,7,,
286,1713,Land Broker,8,,
286,1714,Sam,9,,
287,1715,Marlin,1,,
287,1716,Dory,2,,
287,1717,Nemo,3,,
287,773,Gill,4,,
287,1718,Bloat,5,,
287,1254,Peach,6,,
287,1719,Gurgle,7,,
287,1591,Bubbles,8,,
287,1226,Deb,9,,
288,1525,Everard Proudfoot,1,,
288,1720,Elanor Gamgee,2,,
288,84,Sam,3,,
288,1721,Gondorian Soldier 3,4,,
288,1625,Madril,5,,
288,547,Boromir,6,,
288,1527,Galadriel,7,,
288,1528,Legolas,8,,
288,1529,Pippin,9,,
289,932,Professor Charles Xavier,1,,
289,1398,Logan,2,,
289,1399,Eric Lehnsherr,3,,
289,512,Ororo Munroe,4,,
289,868,Jean Grey,5,,
289,1400,Scott Summers,6,,
289,1401,Rogue,7,,
289,1722,Raven Darkholme,8,,
289,1578,William Stryker,9,,
290,514,Detective Marcus Burnett,1,,
290,971,Detective Mike Lowrey,2,,
290,1723,Hector Juan Carlos 'Johnny' Tapia,3,,
290,1724,Syd,4,,
290,1071,Alexei,5,,
290,988,Theresa,6,,
290,663,Captain Howard,7,,
290,1496,Floyd Poteet,8,,
290,1725,Roberto,9,,
291,1519,Bruce Banner,1,,
291,1487,Betty Ross,2,,
291,607,Ross,3,,
291,1489,Talbot,4,,
291,254,Father,5,,
291,1726,Young David Banner,6,,
291,1727,Edith Banner,7,,
291,1728,Young Ross,8,,
291,1729,Harper,9,,
292,207,Jack Sparrow,1,,
292,1137,Barbossa,2,,
292,1528,Will Turner,3,,
292,1730,Elizabeth Swann,4,,
292,1731,Norrington,5,,
292,1111,Governor Weatherby Swann,6,,
292,1732,Pintel,7,,
292,1733,Ragetti,8,,
292,1734,Lt. Gillette,9,,
293,1735,Katsumoto,1,,
293,19,Nathan Algren,2,,
293,298,Winchester Rep,3,,
293,1480,Winchester Rep Assistant,4,,
293,1736,Convention Hall Attendee,5,,
293,639,Zebulon Gant,6,,
293,216,Colonel Bagley,7,,
293,1737,Omura,8,,
293,1738,Omura's Companion,9,,
294,1739,Power Station Guard,1,,
294,1740,Kali,2,,
294,1741,"Police #2",3,,
294,1742,Link's Niece,4,,
294,1743,The Architect,5,,
294,1744,Soren,6,,
294,1745,Vector,7,,
294,1746,Persephone,8,,
294,1747,Agent Johnson,9,,
295,1748,The Oracle,1,,
295,1749,Sati,2,,
295,1743,The Architect,3,,
295,1750,Coat Check Girl,4,,
295,1751,Councillor Grace,5,,
295,1746,Persephone,6,,
295,1752,Charra,7,,
295,1753,Deus Ex Machina,8,,
295,1754,Bane,9,,
296,174,Terminator,1,29000000,
296,1755,John Connor,2,,
296,1756,Kate Brewster,3,,
296,1757,T-X,4,,
296,1758,Robert Brewster,5,,
296,1759,Scott Petersen,6,,
296,425,Dr. Peter Silberman,7,,
296,1760,Betsy (as Moira Harris),8,,
296,1761,Chief Engineer,9,,
297,1015,Himself (archive footage),1,,
297,1762,Himself (archive footage),2,,
297,1763,Himself,3,,
297,1764,Himself (archive footage),4,,
297,1765,Himself (archive footage),5,,
297,1766,Himself (archive footage),6,,
297,1767,Himself (archive footage),7,,
297,1768,Himself,8,,
297,1769,Herself,9,,
299,1770,Jesus,1,,
299,1771,Mary,2,,
299,1772,John,3,,
299,1773,Peter,4,,
299,1746,Magdalen,5,,
299,1774,Caiphas,6,,
299,1775,Annas,7,,
299,1776,Judas,8,,
299,1777,Pontius Pilate,9,,
300,1778,Ivy Walker,1,,
300,1429,Lucius Hunt,2,,
300,1779,Noah Percy,3,,
300,1009,Edward Walker,4,,
300,116,Alice Hunt,5,,
300,1454,August Nicholson,6,,
300,1619,Mrs. Clack,7,,
300,1780,Vivian Percy,8,,
300,1781,Robert Percy,9,,
301,1129,Henry Roth,1,,
301,888,Lucy Whitmore,2,,
301,1261,Ula,3,,
301,84,Doug Whitmore,4,,
301,1782,Alexa,5,,
301,12,Dr. Keats,6,,
301,1783,Sue,7,,
301,1260,Ten Second Tom,8,,
301,1134,Marlin Whitmore,9,,
302,1014,Jason Bourne,1,,
302,1594,Marie,2,,
302,1578,Ward Abbott,3,,
302,1784,Nicky,4,,
302,1785,Kirill,5,,
302,1596,Danny Zorn,6,,
302,1079,Pamela Landy,7,,
302,1530,Jarda,8,,
302,1786,Tom Cronin,9,,
303,971,Oscar,1,,
303,388,Don Lino,2,,
303,946,Angie,3,,
303,1589,Lenny,4,,
303,1538,Lola,5,,
303,1787,Sykes,6,,
303,1788,Ernie,7,,
303,566,Bernie,8,,
303,1789,Frankie,9,,
304,388,Jack Byrnes,1,,
304,1123,Greg Focker,2,,
304,410,Bernie Focker,3,,
304,373,Rozalin Focker,4,,
304,374,Dina Byrnes,5,,
304,1388,Pam Byrnes,6,,
304,1229,Kevin Rawley,7,,
304,1790,Little Jack,8,,
304,1791,Little Jack,9,,
305,1792,Bob Parr,1,,
305,658,Helen Parr,2,,
305,550,Lucius Best,3,,
305,1493,Buddy Pine,4,,
305,1793,Bomb Voyage,5,,
305,1794,Newsreel Narrator,6,,
305,1795,Mrs. Hogenson,7,,
305,1796,Jack-Jack Parr,8,,
305,1797,Jack-Jack Parr,9,,
306,967,Benjamin Franklin Gates,1,,
306,1798,Abigail Chase,2,,
306,1799,Riley Poole,3,,
306,547,Ian Howe,4,,
306,976,Patrick Gates,5,,
306,488,Sadusky,6,,
306,779,John Adams Gates,7,,
306,1800,Shaw,8,,
306,1801,Powell,9,,
307,722,Rusty Ryan,1,,
307,1802,Isabel Lahiri,2,,
307,1438,Danny Ocean,3,,
307,1803,Bank Officer,4,,
307,153,Tess Ocean,5,,
307,1804,House Painter,6,,
307,1805,Shop Owner,7,,
307,1806,"Plainclothes Goon #1",8,,
307,1807,"Plainclothes Goon #2",9,,
308,971,Del Spooner,1,,
308,1808,Susan Calvin,2,,
308,1593,Sonny,3,,
308,940,Dr. Alfred Lanning,4,,
308,1299,Lawrence Robertson,5,,
308,1809,Granny,6,,
308,1810,Lt. John Bergin,7,,
308,1811,Baldez,8,,
308,1812,V.I.K.I.,9,,
309,1813,Jack Hall,1,,
309,1814,Sam Hall,2,,
309,1815,Laura Chapman,3,,
309,1816,Jason Evans,4,,
309,402,Frank Harris,5,,
309,661,Dr. Lucy Hall,6,,
309,1817,J.D.,7,,
309,1818,Brian Parks,8,,
309,1819,Janet Tokada,9,,
310,1548,Harry Potter,1,,
310,1551,Uncle Vernon,2,,
310,1820,Aunt Marge,3,,
310,1549,Aunt Petunia,4,,
310,1550,Dudley Dursley,5,,
310,1821,James Potter,6,,
310,1822,Lily Potter,7,,
310,1823,Stan Shunpike,8,,
310,1824,Shrunken Head,9,,
311,688,Count Olaf,1,,
311,1162,Klaus,2,,
311,1825,Violet,3,,
311,1826,Sunny,4,,
311,1827,Sunny,5,,
311,1828,Lemony Snicket,6,,
311,1371,Mr. Poe,7,,
311,186,Justice Strauss,8,,
311,639,Uncle Monty,9,,
312,450,Shrek,1,,
312,253,Donkey,2,,
312,1039,Princess Fiona,3,,
312,1470,Queen,4,,
312,1464,Puss In Boots,5,,
312,1659,King,6,,
312,1040,Prince Charming,7,,
312,1829,Fairy Godmother,8,,
312,1830,Wolf,9,,
313,1398,Van Helsing,1,,
313,1553,Anna Valerious,2,,
313,1452,Count Vladislaus Dracula,3,,
313,1831,Carl,4,,
313,1832,Frankenstein's Monster,5,,
313,1833,Aleera,6,,
313,1834,Velkan,7,,
313,1314,Igor,8,,
313,1533,Cardinal Jinette,9,,
314,519,Hero Boy,1,,
314,1835,Sister Sarah / Mother,2,,
314,1836,Know-It-All,3,,
314,1837,Hero Girl,4,,
314,1838,Billy - Lonely Boy,5,,
314,1839,Pastry Chef,6,,
314,1840,Pastry Chef,7,,
314,1841,Waiter,8,,
314,1842,Waiter,9,,
315,145,Triopas,1,,
315,1578,Agamemnon,2,,
315,1843,Boagrius,3,,
315,1844,Agamemnon's Officer,4,,
315,1680,Messenger Boy,5,,
315,722,Achilles,6,,
315,964,Nestor,7,,
315,1454,Menelaus,8,,
315,1798,Helen,9,,
316,1650,Spider-Man,1,,
316,874,Mary Jane Watson,2,,
316,1651,Harry Osborn,3,,
316,784,Doc Ock,4,,
316,1653,May Parker,5,,
316,1654,J. Jonah Jameson,6,,
316,1845,Rosalie Octavius,7,,
316,1846,John Jameson,8,,
316,769,Dr. Curt Connors,9,,
318,1429,John R. Cash,1,,
318,1567,June Carter,2,,
318,1847,Vivian Cash,3,,
318,424,Ray Cash,4,,
318,1848,Sam Phillips,5,,
318,1849,Luther Perkins,6,,
318,1850,Marshall Grant,7,,
318,1851,Carrie Cash,8,,
318,1852,Elvis Presley,9,,
319,1229,John Beckwith,1,,
319,1069,Jeremy Grey,2,,
319,561,Secretary Cleary,3,,
319,1853,Claire Cleary,4,,
319,1630,Gloria Cleary,5,,
319,1854,Kathleen Cleary,6,,
319,1855,Grandma Mary Cleary,7,,
319,1856,Todd Cleary,8,,
319,1857,Sack Lodge,9,,
320,312,Kyle Pratt,1,,
320,1858,Carson,2,,
320,547,Captain Rich,3,,
320,1750,Stephanie,4,,
320,1859,Obaid,5,,
320,1860,Ahmed,6,,
320,1861,Fiona,7,,
320,1862,Mr. Loud,8,,
320,1863,Mrs. Loud,9,,
321,1186,Shane Wolfe,1,,
321,1864,Principal Claire Fletcher,2,,
321,1865,Julie Plummer,3,,
321,1866,Zoe Plummer,4,,
321,1867,Seth Plummer,5,,
321,1868,Capt. Bill Fawcett,6,,
321,1869,Helga,7,,
321,1718,Vice Principal Dwayne Murney,8,,
321,1870,Lulu Plummer,9,,
322,971,Hitch,1,,
322,1686,Sara,2,,
322,1871,Albert,3,,
322,1872,Allegra,4,,
322,1873,Casey,5,,
322,1874,Max,6,,
322,1875,Cressida,7,,
322,1876,Geoff,8,,
322,1877,Ben,9,,
323,1878,Watch,1,,
323,512,Cappy,2,,
323,1879,Pigeon Lady (voice),3,,
323,1880,Broken Arm Bot,4,,
323,1881,Madame Gasket,5,,
323,1882,Bigweld,6,,
323,1883,Piper,7,,
323,1884,Crank,8,,
323,1243,Aunt Fanny,9,,
324,1123,Alex,1,,
324,518,Marty,2,,
324,1885,Melman,3,,
324,952,Gloria,4,,
324,1886,Julien,5,,
324,1590,Maurice,6,,
324,1501,Mort,7,,
324,1887,Skipper,8,,
324,1888,Private,9,,
325,1129,Paul Crewe,1,,
325,518,Caretaker,2,,
325,1889,Coach Nate Scarborough,3,,
325,1890,Megget,4,,
325,1891,Deacon Moss,5,,
325,1892,Errol Dandridge,6,,
325,1893,Battle,7,,
325,1894,Cheeseburger Eddy,8,,
325,1895,Switowski,9,,
326,1896,Reed Richards,1,,
326,1897,Sue Storm,2,,
326,1898,Johnny Storm,3,,
326,1899,Ben Grimm,4,,
326,1900,Victor Von Doom,5,,
326,1901,Leonard,6,,
326,1902,Alicia Masters,7,,
326,1903,Debbie McIlvane,8,,
326,1904,Ernie,9,,
327,688,Dick Harper,1,,
327,1194,Jane Harper,2,,
327,247,Jack McCallister,3,,
327,778,Frank Bascombe,4,,
327,1905,Veronica Cleeman,5,,
327,1906,Garth,6,,
327,1907,Joe Cleeman,7,,
327,1908,Oz Peterson,8,,
327,1909,Billy Harper,9,,
329,1319,Obi-Wan Kenobi,1,,
329,1320,Padmï¿½,2,,
329,1647,Anakin Skywalker,3,,
329,1322,Supreme Chancellor Palpatine,4,,
329,550,Mace Windu,5,,
329,1910,Senator Bail Organa,6,,
329,1546,Yoda,7,,
329,1911,C-3PO,8,,
329,1648,Count Dooku,9,,
330,19,Ray Ferrier,1,,
330,1912,Rachel Ferrier,2,,
330,1422,Mary Ann,3,,
330,1913,Robbie,4,,
330,1914,Harlan Ogilvy,5,,
330,1915,Vincent,6,,
330,1916,Julio,7,,
330,1917,Manny the Mechanic,8,,
330,1694,Bartender,9,,
331,862,Bruce Wayne,1,,
331,1605,Alfred,2,,
331,591,Ducard,3,,
331,1918,Rachel Dawes,4,,
331,537,Jim Gordon,5,,
331,1919,Dr. Jonathan Crane,6,,
331,1138,Carmine Falcone,7,,
331,1920,Earle,8,,
331,1735,Ra's Al Ghul,9,,
332,207,Willy Wonka,1,,
332,1921,Charlie Bucket,2,,
332,1922,Grandpa Joe,3,,
332,1535,Mrs. Bucket,4,,
332,1494,Mr. Bucket,5,,
332,1664,Mrs. Beauregarde,6,,
332,549,Mr. Salt,7,,
332,1923,Oompa Loompa,8,,
332,1648,Dr. Wonka,9,,
333,1924,Chicken Little,1,,
333,1925,Buck Cluck,2,,
333,1926,Mayor Turkey Lurkey,3,,
333,932,Mr. Woolensworth,4,,
333,1927,Foxy Loxy,5,,
333,1179,Runt of the Litter,6,,
333,1291,Abby Mallard,7,,
333,811,Principal Fetchit (voice),8,,
333,1224,Dog Announcer,9,,
334,1928,Frank Bryce,1,,
334,1371,Wormtail,2,,
334,1929,Barty Crouch Junior,3,,
334,1548,Harry Potter,4,,
334,1635,Hermione Granger,5,,
334,1634,Ron Weasley,6,,
334,963,Arthur Weasley,7,,
334,1930,Fred Weasley,8,,
334,1931,George Weasley,9,,
335,1932,Lucy Pevensie,1,,
335,1933,Edmund Pevensie,2,,
335,1934,Peter Pevensie,3,,
335,1935,Susan Pevensie,4,,
335,1495,White Witch,5,,
335,1936,Mr. Tumnus,6,,
335,1881,Professor Kirke,7,,
335,1937,Ginarrbrik,8,,
335,882,Father Christmas,9,,
336,1575,Ann Darrow,1,,
336,1589,Carl Denham,2,,
336,1779,Jack Driscoll,3,,
336,1938,Captain Englehorn,4,,
336,1939,Preston,5,,
336,1940,Kong,6,,
336,1941,Hayes,7,,
336,1942,Jimmy,8,,
336,1943,Choy,9,,
337,1886,Borat,1,,
337,1944,Azamat,2,,
337,1945,Luenell,3,,
337,1946,Bear,4,,
337,1947,Bear,5,,
337,1947,Bear,6,,
337,1947,Bear,7,,
337,1947,Bear,8,,
337,1947,Bear,9,,
338,1948,Miranda Priestly,1,,
338,1471,Andy Sachs,2,,
338,1949,Emily,3,,
338,669,Nigel,4,,
338,1950,Christian Thompson,5,,
338,1951,Nate,6,,
338,1952,Lily,7,,
338,1953,Doug,8,,
338,1954,James Holt,9,,
339,1352,Cindy,1,,
339,1955,Brenda,2,,
339,1956,Tom,3,,
339,589,Henry Hale,4,,
339,1356,Mahalik,5,,
339,1957,President Baxter Harris,6,,
339,1447,Marilyn,7,,
339,580,Oliver,8,,
339,573,Ezekiel,9,,
340,1069,Gary Grobowski,1,,
340,1691,Brooke Meyers,2,,
340,1013,Addie,3,,
340,1021,Lupus Grobowski,4,,
340,1198,Johnny O,5,,
340,1958,Riggleman,6,,
340,1959,Marilyn Dean,7,,
340,1960,Christopher,8,,
340,1961,Carson Wigham,9,,
341,971,Chris Gardner,1,,
341,1962,Christopher,2,,
341,1451,Linda,3,,
341,1963,Jay Twistle,4,,
341,1964,Martin Frohm,5,,
341,88,Alan Frakesh,6,,
341,1683,Walter Ribbon,7,,
341,1965,Mrs. Chu,8,,
341,1966,World's Greatest Dad,9,,
342,1967,Curtis Taylor Jr.,1,,
342,1599,Deena Jones,2,,
342,253,James 'Thunder' Early,3,,
342,72,Marty Madison,4,,
342,1968,Effie White,5,,
342,1969,Lorrell Robinson,6,,
342,1970,C.C. White,7,,
342,1971,Michelle Morris,8,,
342,1972,Wayne,9,,
343,1666,Ricky Bobby,1,,
343,288,Cal Naughton Jr.,2,,
343,1886,Jean Girard,3,,
343,646,Reese Bobby,4,,
343,1230,Lucius Washington,5,,
343,1973,Carley Bobby,6,,
343,1974,Lucy Bobby,7,,
343,1975,Susan,8,,
343,1501,Gregory,9,,
344,1586,Manny,1,,
344,1587,Sid,2,,
344,676,Diego,3,,
344,1463,Crash,4,,
344,1976,Eddie,5,,
344,1661,Ellie,6,,
344,1977,Lone Gunslinger Vulture,7,,
344,1978,Fast Tony,8,,
344,1979,Scrat,9,,
345,6,RJ,1,,
345,1980,Verne,2,,
345,1695,Hammy,3,,
345,1981,Stella,4,,
345,357,Ozzie,5,,
345,254,Vincent,6,,
345,1059,Dwayne,7,,
345,1254,Gladys,8,,
345,1248,Lou,9,,
346,1129,Michael Newman,1,,
346,1553,Donna Newman,2,,
346,561,Morty,3,,
346,1982,Ammer,4,,
346,1130,Ted Newman,5,,
346,1983,Trudy Newman,6,,
346,84,Bill,7,,
346,1984,Ben Newman at 7 Years Old,8,,
346,1985,Ben at 17 Years Old,9,,
347,1117,Billy,1,,
347,1014,Colin Sullivan,2,,
347,107,Frank Costello,3,,
347,1439,Dignam,4,,
347,1986,Queenan,5,,
347,1987,Mr. French,6,,
347,1988,Madolyn,7,,
347,1356,Trooper Brown,8,,
347,247,Ellerby,9,,
348,1989,Nestor,1,,
348,1990,Raul,2,,
348,1991,Rinaldo,3,,
348,1992,Lombardo,4,,
348,53,Ramon,5,,
348,1195,Mumble,6,,
348,1993,Gloria,7,,
348,1398,Memphis,8,,
348,283,Norma Jean,9,,
349,1123,Larry Daley,1,,
349,1465,Rebecca,2,,
349,1994,Cecil,3,,
349,1995,Gus,4,,
349,461,Reginald,5,,
349,1996,Nick Daley,6,,
349,1997,Dr. McPhee,7,,
349,53,Teddy Roosevelt,8,,
349,1998,Erica Daley,9,,
350,1229,Lightning McQueen,1,,
350,1999,Doc Hudson,2,,
350,875,Sally Carrera,3,,
350,2000,Mater,4,,
350,1469,Ramone,5,,
350,1102,Luigi,6,,
350,2001,Guido,7,,
350,2002,Flo,8,,
350,1292,Sarge,9,,
351,519,Robert Langdon,1,,
351,2003,Sophie Neveu,2,,
351,1399,Sir Leigh Teabing,3,,
351,978,Captain Bezu Fache,4,,
351,1488,Silas,5,,
351,784,Bishop Manuel Aringarosa,6,,
351,914,Andre Vernet,7,,
351,2004,Remy Jean,8,,
351,2005,Lt. Collet,9,,
352,19,Ethan Hunt,1,,
352,494,Owen Davian,2,,
352,624,Luther,3,,
352,2006,Musgrave,4,,
352,2007,Julia,5,,
352,2008,Declan,6,,
352,2009,Lindsey Farris,7,,
352,2010,Zhen,8,,
352,2011,Benji,9,,
353,1540,James Bond,1,,
353,2012,Vesper Lynd,2,,
353,2013,Le Chiffre,3,,
353,869,M,4,,
353,2014,Felix Leiter,5,,
353,1509,Rene Mathis,6,,
353,2015,Solange,7,,
353,2016,Alex Dimitrios,8,,
353,2017,Steven Obanno,9,,
354,207,Jack Sparrow,1,,
354,1528,Will Turner,2,,
354,1730,Elizabeth Swann,3,,
354,1731,Norrington,4,,
354,2018,Davy Jones,5,,
354,1111,Governor Weatherby Swann,6,,
354,1732,Pintel,7,,
354,1733,Ragetti,8,,
354,2019,Gibbs,9,,
355,1398,Logan,1,,
355,512,Ororo Munroe,2,,
355,1399,Erik Lehnsherr,3,,
355,932,Charles Xavier,4,,
355,868,Jean Grey,5,,
355,1401,Marie,6,,
355,1318,Dr. Henry 'Hank' McCoy,7,,
355,1400,Scott Summers,8,,
355,1722,Raven Darkholme,9,,
356,2020,Clark Kent,1,,
356,2021,Lois Lane,2,,
356,929,Lex Luthor,3,,
356,1400,Richard White,4,,
356,1178,Kitty Kowalski,5,,
356,623,Perry White,6,,
356,2022,Jimmy Olsen,7,,
356,2023,Martha Kent,8,,
356,2024,Jor-El,9,,
357,2025,Juno MacGuff,1,,
357,2026,Paulie Bleeker,2,,
357,2027,Vanessa Loring,3,,
357,1958,Mark Loring,4,,
357,1254,Bren MacGuff,5,,
357,1654,Mac MacGuff,6,,
357,2028,Leah,7,,
357,2029,Gerta Rauss,8,,
357,2030,Rollo,9,,
358,2031,Ben Stone,1,,
358,2032,Alison Scott,2,,
358,2033,Pete,3,,
358,1058,Debbie,4,,
358,2034,Jason,5,,
358,2035,Jay,6,,
358,1985,Jonah,7,,
358,2036,Martin,8,,
358,2037,Jodi,9,,
359,701,Doug Madsen,1,,
359,1,Woody Stevens,2,,
359,514,Bobby Davis,3,,
359,829,Dudley Frank,4,,
359,31,Jack,5,,
359,1392,Maggie,6,,
359,2038,Red,7,,
359,2039,Murdock,8,,
359,2040,Kelly Madsen,9,,
361,1493,Dave,1,,
361,2041,Ian,2,,
361,2042,Claire,3,,
361,1974,Gail,4,,
361,1960,Alvin,5,,
361,2043,Simon,6,,
361,2044,Theodore,7,,
361,2045,"Female Intern #1",8,,
361,2046,"Female Intern #2",9,,
362,1014,Jason Bourne,1,,
362,1784,Nicky Parsons,2,,
362,659,Noah Vosen,3,,
362,248,Ezra Kramer,4,,
362,2047,Simon Ross,5,,
362,2048,Paz,6,,
362,1383,Dr. Albert Hirsch,7,,
362,1079,Pam Landy,8,,
362,1786,Tom Cronin,9,,
363,88,Homer Simpson,1,,
363,1983,Marge Simpson,2,,
363,2049,Bart Simpson,3,,
363,1054,Lisa Simpson,4,,
363,919,Professor Frink,5,,
363,1224,Scratchy,6,,
363,2050,Milhouse Van Houten,7,,
363,2051,Booberella,8,,
363,1715,Russ Cargill,9,,
364,1975,Giselle,1,,
364,1568,Robert Philip,2,,
364,1400,Prince Edward,3,,
364,1371,Nathaniel,4,,
364,2052,Nancy Tremaine,5,,
364,2053,Morgan Philip,6,,
364,736,Queen Narissa,7,,
364,1470,The Narrator,8,,
364,2054,Pip in Andalasia,9,,
365,614,Frank Lucas,1,,
365,1428,Richie Roberts,2,,
365,2055,Huey Lucas,3,,
365,2056,Detective Trupo,4,,
365,2057,Eva,5,,
365,1087,Lou Toback,6,,
365,2058,Nate,7,,
365,1441,Freddie Spearman,8,,
365,2059,Moses Jones,9,,
366,6,John McClane,1,,
366,2060,Thomas Gabriel,2,,
366,1960,Matthew 'Matt' Farrell,3,,
366,2010,Mai Linh,4,,
366,2061,FBI Deputy Director Miguel Bowman,5,,
366,2062,Trey,6,,
366,2063,Casper,7,,
366,2064,Frederick 'Warlock' Kaludis,8,,
366,2065,Russo,9,,
367,1896,Mr. Fantastic,1,,
367,1897,Invisible Woman,2,,
367,1898,Human Torch,3,,
367,1899,The Thing,4,,
367,1900,Dr. Doom,5,,
367,1902,Alicia Masters,6,,
367,2066,General Hager,7,,
367,1284,The Silver Surfer,8,,
367,2067,The Silver Surfer,9,,
368,967,Ben Gates,1,,
368,1799,Riley Poole,2,,
368,1798,Abigail Chase,3,,
368,976,Patrick Gates,4,,
368,1189,Emily Appleton,5,,
368,657,Mitch Wilkinson,6,,
368,488,Sadusky,7,,
368,1299,The President,8,,
368,2068,Connor,9,,
369,1160,Carter,1,,
369,1155,Lee,2,,
369,1639,Reynard,3,,
369,2069,Kenji,4,,
369,2070,George,5,,
369,2071,Dragon Lady,6,,
369,2072,Genevieve,7,,
369,2073,Soo Yung,8,,
369,1156,Ambassador Han,9,,
370,2074,Remy,1,,
370,2075,Skinner,2,,
370,2076,Linguini,3,,
370,223,Django,4,,
370,2077,Emile,5,,
370,2078,Anton Ego,6,,
370,1718,Gusteau,7,,
370,2079,Colette,8,,
370,1977,Horst,9,,
371,2080,Sam Witwicky,1,,
371,2081,Mikaela Banes,2,,
371,2082,Captain Lennox,3,,
371,1685,USAF Tech Sergeant Epps,4,,
371,2083,Maggie Madsen,5,,
371,1356,Glen Whitmann,6,,
371,976,Defense Secretary John Keller,7,,
371,1584,Agent Simmons,8,,
371,1380,Tom Banacheck,9,,
372,1548,Harry Potter,1,,
372,1550,Dudley Dursley,2,,
372,2084,Piers,3,,
372,2085,Malcolm,4,,
372,2086,Mrs. Arabella Figg,5,,
372,2087,TV Weatherman,6,,
372,1549,Petunia Dursley,7,,
372,1551,Vernon Dursley,8,,
372,2088,Mafalda Hopkirk (voice) (as Jessica Stevenson),9,,
373,971,Robert Neville,1,,
373,2089,Anna,2,,
373,2090,Ethan,3,,
373,2091,Zoe Neville,4,,
373,2092,Marley Neville,5,,
373,2093,Mike - Military Escort,6,,
373,2094,TV Personality,7,,
373,1816,Alpha Male,8,,
373,2095,Alpha Female,9,,
374,450,Shrek,1,,
374,253,Donkey,2,,
374,1039,Princess Fiona,3,,
374,1464,Puss in Boots,4,,
374,1470,Queen,5,,
374,1659,King,6,,
374,1040,Prince Charming,7,,
374,843,Merlin,8,,
374,2096,Artie,9,,
375,1650,Spider-Man,1,,
375,874,Mary Jane Watson,2,,
375,1651,New Goblin,3,,
375,1059,Sandman,4,,
375,2097,Venom,5,,
375,1778,Gwen Stacy,6,,
375,1653,May Parker,7,,
375,1654,J. Jonah Jameson,8,,
375,940,Captain Stacy,9,,
376,207,Jack Sparrow,1,,
376,1137,Captain Hector Barbossa,2,,
376,1528,Will Turner,3,,
376,1730,Elizabeth Swann,4,,
376,1731,Norrington,5,,
376,2018,Davy Jones,6,,
376,1111,Governor Weatherby Swann,7,,
376,1732,Pintel,8,,
376,1733,Ragetti,9,,
377,2098,Older Jamal,1,,
377,2099,Sergeant Srinivas,2,,
377,2100,Prem,3,,
377,2101,Director,4,,
377,2102,Vision Mixer,5,,
377,2103,Older Latika,6,,
377,2104,Police Inspector,7,,
377,2105,Youngest Salim,8,,
377,2106,Youngest Jamal,9,,
378,439,Walt Kowalski,1,,
378,2107,Father Janovich,2,,
378,2108,Thao,3,,
378,2109,Sue,4,,
378,2110,Mitch Kowalski,5,,
378,2111,Karen Kowalski,6,,
378,2112,Ashley Kowalski,7,,
378,1963,Steve Kowalski,8,,
378,2113,Barber Martin,9,,
379,2114,Bella Swan,1,,
379,2115,Renï¿½e,2,,
379,2116,Phil,3,,
379,2117,Charlie Swan,4,,
379,2118,Billy Black,5,,
379,2119,Jacob Black,6,,
379,2120,Tyler,7,,
379,2121,Eric,8,,
379,2122,Mike Newton,9,,
380,2123,Sophie,1,,
380,1016,Bill,2,,
380,599,Sam,3,,
380,2124,Sam's PA,4,,
380,912,Harry,5,,
